ID;RESPOND;Region;Region_edu;P5a;P5b;P5c;P5d;P5e1;P5e2;P5f1;P5f2;P5g;P5h;P5i;P5j;P5k_1;P5k_2;P5k_3;P5k_4;P5k_5;P5k_6;P5k_7;P5k_98;P5kEsp98;P5l;P6;P7;P8_1;P8_2;P8_3;P8_98;P8Esp98;filtro_NNA;p39a;P40;P40Esp98;P41_1;P41_2;P41_3;P41_4;P41_5;P41_6;P41_7;P41_8;P41_11;P41_12;P41_98;P41Esp98;P42;P43_1;P43_2;P43_3;P43_4;P43_5;P43_6;P43_7;P43_8;P43_9;P43_98;P43Esp98;P44;P45_1;P45_2;P45_3;P45_4;P45_5;P45_98;P45Esp98;P46_1;P46_2;P46_3;P46_4;P46_5;P46_6;P46_7;P46_8;P46_9;P46_11;P46_12;P46_99;P47;P47A;P48;P49_1;P49_2;P49_3;P49_4;P49_98;P49Esp98;P50;P51_1;P51_2;P52;p39b;P53_1;P53_2;P53_3;P53_4;P53_5;P53_6;P53_7;P53_98;P53_99;P53Esp98;P54a_1;P54a_2;P54a_3;P54a_4;P54a_5;P54a_6;P54a_7;P54a_8;P54a_9;cant_tec;P54b_1;P54b_2;P54b_3;P54b_4;P54b_5;P54b_6;P54b_7;P54b_8;P54b_9;P55;P56;P57;P58;P59a_1;P59a_2;P59a_3;P59a_4;P59a_5;P59a_6;P59a_7;P59a_8;P59b_1;P59b_2;P59b_3;P59b_4;P59b_5;P59b_6;P59b_7;P59b_8;P60_1;P60_2;P60_3;P60_4;P60_5;P60_6;P60_7;P60_8;P60_9;P60_98;P60Esp98;act_fisica;P61;P62_1;P62_2;P62_3;estado_animo;P63_1;P63_2;P63_3;P63_4;P63_5;P63_6;P63_7;P63_98;P63_99;P63Esp98;P64;P65;P66;nivel_setor;nivel_sector2;ayuda_labor;ayuda_hnos;tipo_SE;intens_CP;perc_AUH;perc_IFE;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;pondera_preliminar;pondera_definitivo
68015;#2;Cuyo;2;12;1;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;2;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;2;2;3;3;1;1;3;2;4;1;4;2;2.155;2.861
68015;#3;Cuyo;2;7;2;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;4;;;7;;;; ;3;1;;;;;; ;1;2;3;;6;;8;;;;;;1; ;1;;2;;4;; ;2;2;1;4;que seria bueno q los docentes llamen a los chicos para controlar que esten haciendo bien las cosas. exokicar las cosas por videollamada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;2;2;3;3;1;1;3;2;4;1;4;2;2.155;2.861
68102;#1;Cuyo;2;15;2;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;6;;;;; ;1;1;;;;;; ;;;3;4;;;;;;12;;;1; ;2;;;;4;; ;4;1;1;4; ;1;;3;4;;;7;;; ;2;1;2;2;2;2;1;2;2;2;;2;;;;;2;;;1;2;3;1;2;2;2;3;3;3;3;3;1;1;1;2;2;2;2;2;;2;3;;5;6;;;9;; ;1;2;1;1;1;3;;;;;;;;;99; ;me cuesta mucho aprender con esta plataforma los temas nuevos me cuesto mucho entender los hago con ayuda pero no los entiendo nos da mucha tarea y es como un trabajo doble qeu estamos haciendo;2; ;5;7;2;2;1;1;2;2;1;1;2;1;1;1;2;5;2;3;2;962;347
68102;#2;Cuyo;2;12;2;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;1;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;2;2;1;1;2;1;1;1;2;5;2;3;2;962;347
68102;#3;Cuyo;2;6;1;2;1;2;;5;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;;6;7;;;;; ;1;;;;;;6;7;;9;; ;3;1;;;4;;; ;;2;3;;;7;;;;12;;;1; ;2;1;;;;; ;4;1;1;4;la verdad ha sido un desafia basntante importante me costo mucho pero fuimos llevando bastante bien hemos aprendido mucho mediante los chicos educativamente me pegue una refrescada acerca de los temas educacionales,hemos repasado y aprendiendo juntos;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;2;2;1;1;2;1;1;1;2;5;2;3;2;962;347
68102;#4;Cuyo;2;0;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;1;1;2;1;1;1;2;5;2;3;2;962;347
68103;#1;Cuyo;2;17;2;2;1;3;;16;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;1;1;3;1;3;1;2;1;1.819;2.512
68103;#2;Cuyo;2;16;1;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;4;;6;7;;;; ;1;1;2;;;;; ;;2;3;4;;7;8;;10;12;;;1; ;1;1;2;3;4;; ;4;2;1;4; ;;;3;;;6;7;;; ;1;1;1;1;1;1;1;1;2;5;1;1;1;1;1;1;1;99;;1;1;1;3;3;2;1;3;2;2;1;1;2;2;1;2;1;2;1;1;;2;3;4;5;6;;8;;; ;1;2;2;2;1;2;;;;4;5;;;;; ;no, que aprendi a hacer cosas en casa, a no aburrirme, por estar mas, extraño salir ahacer deporte;2; ;5;7;1;1;1;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1.819;2.512
68103;#3;Cuyo;2;13;2;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;1;1;3;1;3;1;2;1;1.819;2.512
68103;#4;Cuyo;2;10;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;2;3;;5;6;;;;;; ;1;;;3;;;6;7;;;; ;2;1;;;;;; ;;2;;4;;7;;;;;;;1; ;1;;2;;;; ;2;2;1;4;me siento bien ayudando a los mas chicos...y nada que estoy bien ayudando;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;1;1;2;3;3;1;1;3;1;3;1;2;1;1.819;2.512
68104;#1;Cuyo;2;3;1;2;1;1;;2;;1;;;;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;1;1;1;1;2;1;1;1;1;5;2;2;1;786;1.159
68104;#2;Cuyo;2;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;;;3;;;7;8;9;10;;;;1; ;2;;2;;;; ;2;2;1;1;nada mas;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;1;1;1;1;1;2;1;1;1;1;5;2;2;1;786;1.159
68104;#3;Cuyo;2;7;2;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;1;1;2;1;1;1;1;5;2;2;1;786;1.159
68104;#4;Cuyo;2;11;2;2;1;2;;10;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;4;5;6;7;;;;; ;1;;;;;;6;7;;;; ;3;1;2;;;;; ;1;;3;;;7;8;;10;;;;1; ;2;;2;;;; ;2;2;1;1; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;1;1;2;1;1;1;1;5;2;2;1;786;1.159
68113;#1;Cuyo;2;4;2;2;1;1;;3;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;;;4;5;;7;;;; ;2;1;;;;;; ;;;3;;;;8;;;;;;1; ;1;1;2;;;; ;3;2;1;2;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;2;1;2;3;3;1;2;3;2;5;2;2;1;234;268
68114;#1;Cuyo;2;11;1;2;1;2;;10;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;1;1;2;1;1;1;2;5;2;2;1;843;1.191
68114;#2;Cuyo;2;10;2;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;3;4;5;;7;;;; ;3;1;;;;;; ;1;2;3;;;7;8;;10;;;;1; ;1;1;2;;4;; ;4;1;1;4;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;1;1;2;1;1;1;2;5;2;2;1;843;1.191
68114;#3;Cuyo;2;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;3;4;5;;7;;;; ;3;1;;;;;; ;1;2;3;4;;7;8;;;;;;1; ;1;1;2;;;; ;3;1;1;4; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;3;1;1;1;1;2;1;1;1;2;5;2;2;1;843;1.191
68116;#1;Cuyo;2;4;1;2;1;1;;3;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;3;4;;;;;;; ;2;1;;;;;; ;;2;;4;;7;8;;;;;;1; ;1;;2;;;; ;2;1;1;4;estoy muy conforme con el manejo de la escuela;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;2;2;1;1;1;1;1;1;2;8;2;4;2;234;268
68118;#1;Cuyo;2;7;1;2;1;2;;6;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;;;6;7;;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;1;;3;;;7;;;;12;;;1; ;1;1;2;;;; ;3;1;1;4;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;2;1;1;1;2;5;2;4;2;811;976
68118;#2;Cuyo;2;3;2;2;1;1;;2;;2;;;;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;6;6;2;2;1;1;2;1;1;1;2;5;2;4;2;811;976
68301;#1;NOA;4;11;2;2;1;2;;10;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;;;;;7;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;1;;;;;7;8;;;;;;1; ;1;;2;;;; ;3;2;1;3;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;1;1;2;3;3;2;3;4;1;4;1;1;1;53;01
68301;#2;NOA;4;0;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;4;1;1;1;53;01
68301;#3;NOA;4;0;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;4;1;1;1;53;01
68306;#1;NOA;4;16;2;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;;;;;;8;;;;;;2; ;2;1;;3;;; ;2;2;1;2; ;;;;;;6;;;; ;2;2;1;2;2;2;2;2;2;2;;;2;;;;;;;1;3;1;1;3;1;3;3;2;1;3;3;2;1;1;1;1;1;2;2;;;3;4;;;;;;; ;2;2;2;2;2;1;;2;;;;;;;; ; no;2; ;5;7;2;1;1;2;1;1;2;3;3;2;3;4;1;3;1;1;1;625;01
68306;#2;NOA;4;14;2;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;2;3;4;1;3;1;1;1;625;01
68306;#3;NOA;4;3;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;625;01
68306;#4;NOA;4;0;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;625;01
68315;#1;NOA;4;10;1;2;1;2;;9;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;;;;7;8;;;; ;1;;;;4;;6;7;;;; ;2;1;;;4;;; ;;2;3;4;;7;8;;;12;;;2; ;2;1;;;;; ;4;1;1;4;lo unico que me parece un tema exagerado con las materias extracurriculares como danza o arte que te piden una cantidad de cosas vestuarios que para una cantidad tenemos que gastar un monton de plata para que los chicos le quede una buena nota lo dem;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;2;2;2;1;1;2;1;1;1;2;9;2;4;2;2.524;3.226
68315;#2;NOA;4;8;2;2;1;2;;7;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;6;2;2;1;1;2;1;1;1;2;9;2;4;2;2.524;3.226
68509;#1;NOA;4;3;2;2;1;1;;2;;1;;;;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;792;01
68509;#2;NOA;4;6;2;2;1;2;;5;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;2;3;3;2;3;4;1;3;1;1;1;792;01
68509;#3;NOA;4;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;792;01
68509;#4;NOA;4;0;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;792;01
68509;#5;NOA;4;7;1;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;3; ;1;2;;4;;;7;;;;; ;1;;2;3;4;;6;;;;; ;1;1;2;;;;; ;;2;3;;6;;8;9;;;;;1; ;1;;2;3;;; ;3;2;1;2;no nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;1;2;3;3;2;3;4;1;3;1;1;1;792;01
68509;#6;NOA;4;10;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;2;3;3;2;3;4;1;3;1;1;1;792;01
68510;#1;NOA;4;12;1;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;;;;;6;7;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;;3;4;;;;;;;;;1; ;1;1;;;;; ;2;2;1;1;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;3;1;1;2;3;3;1;1;3;1;4;1;2;1;1.690;603
68510;#2;NOA;4;10;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;;;6;;;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;;;;;;7;8;;;;;;1; ;1;1;;;;; ;2;2;1;2; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;1;2;3;3;1;1;3;1;4;1;2;1;1.690;603
68510;#3;NOA;4;8;2;2;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;2;3;3;1;1;3;1;4;1;2;1;1.690;603
68510;#4;NOA;4;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;1;1;3;1;4;1;2;1;1.690;603
68511;#1;NOA;4;11;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;;5;6;;;;;; ;1;;;;;;;7;;;; ;2;1;;3;;;; ;;2;;;;7;8;;10;;;;2; ;1;;;3;;; ;5;2;1;1;"la sra se encuentra enojada xq mandan mucha tarea, tiene 4 hijos y un solo celular. su hija  mayor tien 12 materias de las cuales le mandan tarea de todos los docentes y le resulta imposible terminarlas.
la señora opto por ayudarlos en dos materi";;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;2;1;2;3;3;2;3;4;1;4;1;1;1;1.735;2.330
68511;#2;NOA;4;10;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;2;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;2;1;2;3;3;2;3;4;1;4;1;1;1;1.735;2.330
68513;#1;NOA;4;15;2;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;2;2;2;3;3;2;3;4;1;4;1;3;2;1.866;2.285
68513;#2;NOA;4;12;2;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;;;;;;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;1;;;;;7;;9;;;;;1; ;2;1;;;;; ;2;2;1;2;NO;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;1;2;2;2;3;3;2;3;4;1;4;1;3;2;1.866;2.285
68513;#3;NOA;4;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;;4;;6;;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;;3;;;7;8;9;;;;;1; ;2;1;;;;; ;2;2;1;2; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;2;2;2;3;3;2;3;4;1;4;1;3;2;1.866;2.285
68514;#1;NOA;4;17;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;2;;;;;;;;;;; ;5;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;1;;;;;;;;; ;2;2;2;2;2;2;2;2;2;1;;;;;;;;;;;3;3;3;3;2;2;3;3;2;1;3;2;1;1;2;2;1;1;2;;;;;;;;;;98;Ninguna;2;2;2;2;2;1;;;;;5;;;;; ;No voy al colegio;2; ;5;7;1;2;1;5;2;1;2;3;3;2;3;4;1;3;1;1;1;1.240;1.385
