ID;Region;Region_edu;Dominio;P1;P2;P3;P4;P9B1;conoce_web;usa_web;P9C1;P9B2;conoce_TV;usa_TV;P9C2;P9B3;conoce_radio;usa_radio;P9C3;P9B4;conoce_digital;usa_digital;P9C4;P9A5;P9B5;usa_impreso;P9C5;P10;P10a;P11;P11a;P11b;P11c;P11d;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29a;P29b;P30;P31;P32;P33;P34;P35;P36;P37;P38;NNA_asisten;cober_salud;pers_amb;hacinam;hacina2;perd_empleo;perc_AUH;perc_IFE;auh_ife;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;tipo_SE;pondera_preliminar;pondera_definitivo
27720;AMBA;1;1;1;;5;1;3;1;3;;3;1;3;;4;2;3;;2;1;2;3;1;1;1;2;2; ;1;0;0;0;1;1;1;3;99;2;;;;4;;2;2;;2;5;2;1;;3;;1;2;2;2;2;1;2;2;1;2;02;1;1;1;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1;903;1.018
27903;AMBA;1;4;1;;4;1;2;1;2;2;3;1;3;;3;1;3;;2;1;2;2;2;;3;;99; ;2;0;1;1;0;1;1;3;1;1;1;1;;3;;2;1;1;;5;2;2;1;;5;1;1;2;2;1;1;2;2;1;1;01;1;1;2;1;1;1;1;1;1;1;1;1;2;5;2;2;1;1;6.408;6.738
27904;AMBA;1;2;1;;3;2;4;2;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;1;1;3;2;2;;;;1;;2;2;;2;4;2;1;;3;;3;1;3;2;1;2;3;2;2;2;01;1;1;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;3.316;4.115
27905;AMBA;1;4;1;;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;los libros cuadernillo;1;0;1;0;0;2;2;4;1;1;1;2;;2;;2;2;;2;4;2;2;1;;3;1;3;1;2;3;2;2;2;2;1;01;1;1;2;2;2;4;1;1;2;2;3;2;1;3;1;3;2;1;3.025;393
27907;AMBA;1;4;1;;3;1;3;1;3;;2;1;2;2;3;1;3;;2;1;2;2;1;3;3;;2; ;1;0;0;1;0;1;1;2;1;2;;;;2;;2;2;;1;5;2;1;;1;;1;3;1;3;1;99;99;99;1;1;02;1;1;2;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1;4.431;5.247
27911;AMBA;1;1;1;;4;2;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;1;1;1;1;99; ;2;0;1;0;1;1;1;1;2;1;1;2;;1;;2;2;;1;6;2;2;3;;4;1;1;3;1;1;1;3;2;1;2;04;3;2;1;1;1;1;1;1;1;2;3;2;2;4;1;1;1;1;234;02
27915;AMBA;1;4;1;;3;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;99; ;2;0;2;0;0;1;1;2;1;2;;;;1;;2;1;2;;4;2;2;3;;4;1;1;2;1;2;1;3;3;1;2;02;1;1;2;1;1;1;2;3;3;1;2;3;1;4;1;2;1;1;4.431;5.247
27922;AMBA;1;5;1;;4;1;4;2;3;;3;1;3;;4;2;3;;4;2;3;;1;2;2;2;2; ;2;0;1;0;1;2;2;2;1;1;1;2;;3;;2;1;2;;7;2;2;1;;7;3;2;3;3;1;1;1;1;1;1;02;2;1;1;2;2;4;1;1;1;1;2;1;2;7;2;3;2;1;6.408;6.738
28004;AMBA;1;1;1;;4;1;3;1;3;;1;1;1;2;3;1;3;;3;1;3;;2;;3;;2; ;2;1;0;0;1;2;1;5;1;1;1;2;1;3;1;2;1;2;;7;2;1;;1;;1;3;3;3;1;1;3;3;1;1;01;1;1;1;2;1;3;1;2;2;1;2;1;2;7;2;2;1;1;1.231;1.387
28007;AMBA;1;3;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;1;3;1;;4;;1;1;1;;8;2;2;1;;8;1;3;3;1;1;1;1;3;2;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;8;2;4;2;1;3.679;540
28008;AMBA;1;3;1;;4;1;3;1;3;;3;1;3;;4;2;3;;1;1;1;1;2;;3;;1;CUADERNO SEGUIMOS EDUCANDO DIGITAL;2;0;1;0;1;2;1;4;1;2;;;;2;;2;3;1;1;4;2;1;;3;;1;2;3;3;1;1;3;3;1;2;01;1;1;1;2;1;3;2;3;3;1;1;3;1;4;1;2;1;1;3.881;4.595
28016;AMBA;1;2;1;;6;3;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;4;1;1;1;2;;1;;1;1;2;;8;2;2;1;;5;1;3;3;1;1;3;2;3;3;1;02;1;1;2;2;2;4;1;1;2;1;2;1;2;5;2;4;2;1;2.649;344
28203;AMBA;1;5;1;;4;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;3;1;1;1;2;;3;;2;3;1;1;5;2;2;1;;5;1;3;3;3;2;1;1;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;6.498;6.833
28204;AMBA;1;3;1;;4;2;4;2;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;2;1;1;1;2;;2;;2;3;2;1;5;2;2;1;;5;1;3;3;3;1;1;3;3;1;1;02;2;1;2;2;2;4;1;1;1;1;2;1;2;5;2;4;2;1;1.785;105
28208;AMBA;1;5;1;;4;2;1;1;1;2;4;2;3;;4;2;3;;4;2;3;;1;2;2;2;2; ;2;0;0;2;0;2;2;2;1;1;1;1;;3;;2;3;1;1;5;2;1;;1;;1;3;3;3;1;1;1;3;2;1;02;2;1;2;2;2;4;1;1;2;1;1;1;2;5;2;4;2;1;10.079;11.516
28209;AMBA;1;5;1;;4;3;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;3;1;2;;;;2;;2;1;1;;3;2;1;;3;;1;2;3;1;1;1;1;2;3;2;01;1;1;2;2;2;4;2;3;3;1;1;3;1;3;1;4;2;1;9.823;10.968
28210;AMBA;1;3;1;;4;2;3;1;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;0;1;1;0;1;1;2;1;1;1;2;;2;;2;3;2;1;5;2;2;3;;5;1;1;2;3;1;1;1;3;2;2;02;2;1;2;1;1;1;1;1;2;1;2;1;2;5;2;2;1;1;9.406;11.398
28215;AMBA;1;1;1;;5;3;4;2;3;;1;1;1;1;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;1;1;2;;2;;2;3;1;2;5;2;2;1;;5;1;3;3;3;2;3;3;3;2;1;03;2;1;2;2;2;4;1;1;2;1;1;1;2;5;2;4;2;1;2.508;388
28218;AMBA;1;1;1;;3;2;1;1;1;2;2;1;2;2;4;2;3;;3;1;3;;1;1;1;1;1;MATERIAL QUE SON CUENTOS, ADIVINANZAS TRABAJITOS PARA ARMAR CAJAS;1;0;1;0;0;2;2;2;1;2;;;;1;;2;2;;1;4;2;1;;1;;2;1;1;1;1;2;1;1;2;1;02;1;1;2;2;2;4;2;3;3;2;3;4;1;4;1;3;2;1;616;976
28219;AMBA;1;5;1;;8;4;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;4;0;0;4;1;1;1;5;2;2;;;;3;;2;2;;1;5;2;1;;1;;3;3;3;1;1;2;2;3;4;1;02;1;1;1;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1;13.916;15.728
28220;AMBA;1;5;1;;4;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;1;1;2;;2;;2;1;2;;3;2;2;1;;4;2;1;3;1;1;2;3;3;2;1;01;1;1;2;2;2;4;1;1;2;1;2;1;1;4;1;4;2;1;10.079;11.516
28319;AMBA;1;1;1;;2;1;4;2;3;;1;1;1;1;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;2;1;2;;;;1;;2;2;;1;4;2;1;;3;;1;3;3;3;2;3;3;3;1;2;01;1;1;2;2;2;4;2;3;3;2;3;4;1;4;1;3;2;1;1.190;1.341
28408;AMBA;1;5;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;1;1;2;;3;;1;1;1;;5;2;2;1;;5;1;1;3;1;1;1;2;3;2;1;02;2;1;2;2;2;4;1;1;2;1;1;1;2;5;2;4;2;1;3.919;4.042
28515;AMBA;1;5;1;;6;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;1;0;1;0;0;2;2;4;1;2;;;;1;;2;1;2;;5;1;1;;1;;3;1;1;3;1;3;3;3;3;1;02;1;1;2;2;2;4;2;3;3;1;2;3;2;5;2;4;2;1;6.647;7.895
28519;AMBA;1;3;1;;4;2;3;1;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;2;1;2;;;;2;;2;1;2;;5;2;2;1;;5;1;1;3;3;1;1;3;3;2;1;02;2;1;2;2;2;4;2;3;3;1;2;3;2;5;2;4;2;1;3.406;3.797
28913;AMBA;1;4;1;;5;3;4;2;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;2;2;3;1;1;1;2;;4;;1;3;1;1;7;2;2;1;;8;1;3;3;1;1;1;3;3;3;1;02;1;1;2;2;2;4;1;1;2;1;1;1;2;8;2;4;2;1;4.769;5.764
28920;AMBA;1;5;1;;4;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;4;1;1;1;2;;3;;2;1;1;;8;2;2;1;;8;1;2;3;3;3;2;3;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;8;2;4;2;1;1.448;85
29012;AMBA;1;5;1;;4;2;4;2;3;;1;1;1;1;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;1;2;2;;3;;2;3;1;3;5;2;2;1;;5;1;3;3;3;3;3;3;3;2;1;02;2;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;4.303;4.438
29610;AMBA;1;1;1;;3;1;3;1;3;;1;1;1;2;4;2;3;;4;2;3;;1;1;1;2;2; ;1;0;1;0;0;1;1;2;1;2;;;;2;;2;2;;1;4;2;2;3;;5;1;3;3;3;1;2;3;3;1;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;5;2;1;1;1;901;1.016
29616;AMBA;1;3;1;;4;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;1;cuadernillos;1;0;1;0;0;1;2;4;1;1;1;2;;3;;1;1;2;;5;2;2;1;;5;1;1;3;3;1;1;3;3;1;1;01;1;1;2;1;2;2;1;1;1;1;2;1;2;5;2;4;2;1;4.110;4.321
29619;AMBA;1;4;1;;4;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;3;1;1;1;2;;3;;2;1;1;;3;2;2;1;;2;1;2;3;2;2;1;2;2;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;1;2;1;4;2;1;3.245;3.497
29701;AMBA;1;2;1;;4;2;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;1;2;2;2;1;L0S CUADERNILLOS Y LOS PROGRAMAS DE TV;0;0;0;0;0;1;1;2;2;2;;;;2;;2;2;;3;4;2;2;3;;4;1;1;3;1;1;3;3;2;2;2;02;2;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;2.897;3.595
29705;AMBA;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;1;1;0;0;0;2;2;3;1;2;;;;2;1;2;1;1;;5;2;1;;1;;1;2;2;2;2;2;3;3;1;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;547;02
29710;AMBA;1;1;1;;3;1;3;1;3;;2;1;2;1;4;2;3;;3;1;3;;1;1;1;1;2; ;2;0;1;0;1;1;1;2;1;2;;;;1;;2;1;3;;4;2;1;;3;;1;2;3;3;1;1;3;2;1;2;02;1;1;1;1;1;1;2;3;3;1;2;3;1;4;1;2;1;1;1.228;1.383
29716;AMBA;1;4;1;;5;4;3;1;3;;2;1;2;1;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;1;1;1;;4;;2;1;1;;3;2;2;1;;3;1;2;3;1;1;1;3;3;4;1;02;1;1;2;2;2;4;1;1;2;1;1;1;1;3;1;4;2;1;7.237;8.745
29721;AMBA;1;4;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;0;0;0;0;0;1;2;1;1;2;;;;1;;2;1;1;;4;2;1;;3;;1;2;3;1;1;1;1;99;1;2;03;2;1;2;1;2;2;2;3;3;1;1;3;1;4;1;4;2;1;1.023;02
30218;AMBA;1;1;1;;2;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;1;1;1;1;2; ;1;0;1;0;0;2;2;2;1;2;;;;1;;2;3;1;1;5;1;1;;1;;1;3;3;3;3;1;3;3;1;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;1.044;1.176
30221;AMBA;1;2;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;2;;;;2;;2;2;;1;5;2;2;3;;5;1;2;3;1;1;2;2;3;3;2;02;1;1;2;2;2;4;2;3;3;2;3;4;2;5;2;3;2;1;3.872;5.104
30303;AMBA;1;4;1;;7;5;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;1;1;6;1;1;1;2;;4;;2;1;1;;5;2;1;;3;;1;3;3;3;1;2;3;3;4;2;01;1;1;2;1;1;1;1;1;2;1;1;1;2;5;2;2;1;1;4.357;891
30304;AMBA;1;1;1;;5;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;1;2;2;2;1;cuadernillo, materiales;3;0;0;2;1;1;1;2;1;1;1;1;;0;;2;1;1;;6;2;2;3;;4;1;2;3;1;1;1;3;3;1;2;03;2;1;1;1;1;1;1;1;1;1;1;1;2;4;1;2;1;1;781;880
30317;AMBA;1;4;1;;7;2;4;2;3;;2;1;2;2;3;1;3;;5;2;3;;1;1;1;1;2; ;2;0;1;0;1;2;2;3;1;1;2;2;;3;;2;3;1;2;7;2;2;1;;5;1;3;3;3;3;3;3;3;2;1;02;2;1;1;2;2;4;1;1;1;1;1;1;2;5;2;3;2;1;4.325;4.822
30318;AMBA;1;2;1;;4;2;4;2;3;;3;1;3;;4;2;3;;4;2;3;;1;1;1;2;1;cuaderno;1;0;1;0;0;1;1;1;2;2;;;;1;;2;4;;;4;2;2;3;;4;1;3;3;3;1;1;1;2;1;2;04;3;2;2;1;1;1;2;3;3;3;4;4;1;4;1;1;1;1;348;01
30320;AMBA;1;2;1;;4;2;4;2;3;;2;1;2;2;4;2;3;;3;1;3;;1;1;1;1;2; ;1;0;1;0;0;1;1;2;1;2;;;;3;;2;2;;1;5;2;2;3;;4;1;3;3;3;3;1;3;3;2;2;02;2;1;2;1;1;1;2;3;3;2;3;4;2;4;1;1;1;1;3.969;4.741
30513;AMBA;1;4;1;;6;4;3;1;3;;1;1;1;2;2;1;2;2;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;2;;;;1;;2;1;1;;9;2;1;;1;;1;1;3;3;1;1;3;2;4;1;03;2;1;2;2;2;4;2;3;3;1;1;3;2;9;2;4;2;1;6.172;7.974
30519;AMBA;1;4;1;;7;2;2;1;2;2;2;1;2;2;3;1;3;;3;1;3;;1;2;2;2;1;tv  y cuadernillos;1;0;1;0;0;2;2;3;2;2;;;;2;;2;1;2;;5;2;2;1;;4;1;2;3;2;2;1;1;2;2;1;02;2;1;2;2;2;4;2;3;3;1;2;3;2;4;1;4;2;1;3.695;4.413
30604;AMBA;1;2;2;1;4;2;2;1;2;2;2;1;2;2;2;1;2;2;2;1;2;2;1;1;1;2;2; ;1;0;1;0;0;1;1;2;1;1;1;2;;2;;2;1;1;;6;1;1;;3;;1;3;1;1;1;2;3;2;2;2;02;2;1;2;1;1;1;1;1;2;1;1;1;2;6;2;2;1;1;1.839;2.283
30606;AMBA;1;2;1;;5;2;4;2;3;;1;1;1;2;4;2;3;;4;2;3;;1;1;1;2;1;cuadernillos;3;0;0;2;1;1;1;3;1;1;1;2;;3;;2;1;1;;4;2;2;1;;3;1;1;1;1;1;1;2;2;1;1;02;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;2;1;1;348;01
30607;AMBA;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;2;1;2;1;1;3;3;;1;no;1;0;1;0;0;2;2;3;1;2;;;;2;;2;3;1;1;5;2;2;1;;5;1;3;2;3;1;99;3;3;2;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;2.158;2.382
30609;AMBA;1;1;1;;5;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;2;;;;2;;2;2;;2;3;2;2;1;;5;1;1;2;2;1;2;3;3;1;1;02;1;1;2;2;2;4;2;3;3;2;3;4;1;5;2;3;2;1;130;01
30612;AMBA;1;1;2;1;5;1;4;2;3;;1;1;1;2;4;2;3;;4;2;3;;2;;3;;2; ;3;1;1;1;0;2;1;2;1;1;1;2;0;4;1;1;3;2;1;5;2;2;1;;3;1;1;3;1;3;1;1;3;1;1;03;2;1;2;2;1;3;1;1;1;1;2;1;2;3;1;2;1;1;780;878
30614;AMBA;1;2;1;;4;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;1;2;2;2;2; ;1;0;1;0;0;1;1;2;2;2;;;;1;;2;2;;1;4;2;1;;3;;1;3;1;3;1;3;3;3;2;2;02;2;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;3.610;4.647
30615;AMBA;1;2;1;;3;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;1;1;1;2;2; ;1;0;0;1;0;1;1;2;1;2;;;;1;;2;2;;2;4;2;1;;3;;1;2;3;3;3;1;3;3;1;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;2.458;2.910
30616;AMBA;1;1;1;;4;3;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;1;2;2;2;2; ;0;0;0;0;0;1;1;2;1;2;;;;1;;2;2;;2;4;2;1;;3;;1;3;3;3;3;1;3;3;2;2;02;2;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;130;01
30617;AMBA;1;2;1;;5;3;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;2;2;2;;;;1;;2;2;;1;4;2;1;;3;;1;1;1;3;1;1;3;3;3;2;03;2;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;3.540;3.951
30618;AMBA;1;4;1;;4;3;2;1;2;2;2;1;2;2;4;2;3;;3;1;3;;1;1;1;2;1;LOS LIBROS SEGUIMOS EDUCANDO;1;0;1;0;0;2;1;3;1;2;;;;2;;2;4;;;5;2;1;;1;;1;1;1;2;2;1;1;1;3;1;01;1;1;2;2;1;3;2;3;3;3;4;4;2;5;2;1;1;1;5.473;6.622
30620;AMBA;1;3;1;;2;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;1;1;2;1;2;;;;2;;2;3;1;2;5;2;1;;3;;1;3;3;3;3;1;3;3;1;2;01;1;1;2;1;1;1;2;3;3;1;1;3;2;5;2;2;1;1;3.198;3.634
30808;AMBA;1;3;1;;4;2;3;1;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;2;1;1;1;2;;3;;1;3;1;1;5;2;2;1;;7;1;3;3;3;1;1;3;3;2;1;02;2;1;2;2;2;4;1;1;2;1;1;1;2;7;2;4;2;1;8.844;10.105
30814;AMBA;1;3;1;;4;2;4;2;3;;2;1;2;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;2;1;1;2;2;;2;;2;3;1;1;5;2;2;1;;4;1;3;3;3;1;3;3;2;2;1;02;2;1;2;2;2;4;1;1;1;1;1;1;2;4;1;4;2;1;2.951;3.662
30819;AMBA;1;1;1;;4;1;4;2;3;;1;1;1;1;4;2;3;;2;1;2;1;2;;3;;2; ;3;1;0;2;0;1;1;2;1;2;;;;1;0;2;1;1;;9;2;1;;3;;1;3;3;3;2;1;3;3;1;2;02;2;1;2;1;1;1;2;3;3;1;1;3;2;9;2;2;1;1;1.251;1.409
31503;Pampeana;1;5;1;;4;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;1;1;2;;4;;2;3;1;1;5;2;2;3;;5;1;3;3;3;1;1;1;3;1;2;01;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;2.536;2.678
31509;Pampeana;1;3;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;2;2;3;1;1;3;2;1;2;1;1;1;1;;8;2;2;1;;8;1;3;2;2;3;1;3;2;3;1;02;1;1;2;2;2;4;1;1;2;1;1;1;2;8;2;4;2;1;3.663;4.429
31708;Pampeana;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;1;1;2;;2;;1;1;1;;8;2;2;1;;8;1;2;3;3;2;1;3;1;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;8;2;4;2;1;1.231;1.245
31709;Pampeana;1;3;1;;4;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;2;;;;2;;2;1;1;;6;2;2;1;;3;1;1;3;2;2;1;1;3;1;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;3;1;4;2;1;852;52
31901;Pampeana;1;5;1;;6;4;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;2;1;1;2;;4;;2;2;;2;5;2;1;;1;;1;2;3;1;1;2;2;3;3;1;02;2;1;2;2;2;4;1;1;2;2;3;2;2;5;2;3;2;1;4.968;1.128
31902;Pampeana;1;4;1;;4;3;2;1;2;2;2;1;2;2;3;1;3;;3;1;3;;1;2;2;2;2; ;1;0;1;0;0;1;1;3;1;2;;;;1;;2;4;;;4;2;1;;3;;1;1;3;1;1;1;1;1;3;2;01;1;1;2;1;1;1;2;3;3;3;4;4;1;4;1;1;1;1;4.286;5.263
31906;Pampeana;1;3;1;;6;4;2;1;2;2;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;0;1;1;99;3;1;1;1;2;;2;;2;3;2;2;5;2;2;3;;5;1;1;1;1;1;1;1;1;3;2;02;2;1;1;1;2;2;1;1;2;1;2;1;2;5;2;3;2;1;3.635;595
32003;Pampeana;1;1;1;;3;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;1;2;2;2;2; ;1;0;1;0;0;2;2;2;1;2;;;;2;;2;2;;1;5;2;2;1;;5;1;3;3;3;3;1;3;3;1;1;02;1;1;2;2;2;4;2;3;3;2;3;4;2;5;2;3;2;1;2.131;2.527
32009;Pampeana;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;3;1;2;;;;2;;2;1;1;;6;2;2;3;;3;1;1;3;3;1;3;3;3;1;2;01;1;1;2;1;1;1;2;3;3;1;1;3;2;3;1;2;1;1;680;757
32015;Pampeana;1;3;1;;2;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;1;0;0;0;2;2;2;1;1;1;2;1;2;0;2;3;1;1;5;2;1;;1;;1;2;3;3;1;1;3;3;1;1;01;1;1;2;2;2;4;1;2;2;1;1;1;2;5;2;4;2;1;2.770;3.159
32021;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;1;2;2;1;1;3;2;;3;;1;1;1;;5;2;1;;1;;1;3;1;3;1;1;2;3;1;1;02;2;1;2;1;2;2;1;1;1;1;1;1;2;5;2;4;2;1;315;01
32104;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;1;Cuadernillos seguimos educando.;2;1;0;1;0;2;2;2;1;2;;;;2;1;2;1;1;;5;2;1;;1;;1;1;2;1;1;3;3;3;2;1;02;2;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;5.205;6.753
32108;Pampeana;1;4;1;;7;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;4;0;2;0;2;2;1;4;2;2;;;;1;;2;2;;2;5;2;2;3;;3;1;3;3;3;1;3;3;3;2;2;02;1;1;1;2;1;3;2;3;3;2;3;4;2;3;1;1;1;1;2.664;3.316
32114;Pampeana;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;1;1;2;2; ;2;0;0;2;0;1;1;3;1;2;;;;1;;2;2;;1;4;2;2;3;;4;1;3;3;1;1;3;2;3;2;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;5.710;6.887
32121;Pampeana;1;1;1;;4;2;4;2;3;;1;1;1;2;3;1;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;1;1;3;1;2;;;;2;;2;2;;1;3;2;2;3;;3;1;3;3;2;1;2;3;3;1;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;519;02
32301;Pampeana;1;2;2;1;5;3;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;2;;3;;2; ;3;0;1;1;1;2;1;1;2;2;;;;2;;2;2;;2;5;2;2;1;;3;2;2;2;2;2;2;2;2;1;1;05;3;2;1;2;1;3;2;3;3;2;3;4;2;3;1;1;1;4;105;01
32305;Pampeana;1;3;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;1;2;2;;2;;1;3;1;1;9;2;2;1;;7;1;1;3;3;1;1;1;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;7;2;4;2;1;817;50
32402;Pampeana;1;4;1;;4;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;1;0;0;0;2;2;2;1;1;1;1;0;2;0;2;3;1;1;3;2;2;3;;5;1;2;3;3;3;1;2;2;1;2;02;2;1;2;2;2;4;1;1;1;1;1;1;1;5;2;4;2;1;2.380;2.572
32405;Pampeana;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;3;2;1;1;2;;2;;2;3;1;1;8;2;2;1;;8;1;1;3;3;3;1;1;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;8;2;4;2;1;1.222;1.236
32406;Pampeana;1;3;1;;4;2;4;2;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;1;cuadernos impresos para tareas uno de matematica,y actividades de hansel y gretel;2;1;1;0;0;2;2;2;1;1;1;2;1;2;1;1;1;2;;7;2;2;1;;7;1;3;1;2;3;1;3;3;2;1;02;2;1;2;2;2;4;1;2;2;1;2;1;2;7;2;4;2;1;2.752;3.099
