ID;Region;Region_edu;Dominio;P1;P2;P3;P4;P9B1;conoce_web;usa_web;P9C1;P9B2;conoce_TV;usa_TV;P9C2;P9B3;conoce_radio;usa_radio;P9C3;P9B4;conoce_digital;usa_digital;P9C4;P9A5;P9B5;usa_impreso;P9C5;P10;P10a;P11;P11a;P11b;P11c;P11d;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29a;P29b;P30;P31;P32;P33;P34;P35;P36;P37;P38;NNA_asisten;cober_salud;pers_amb;hacinam;hacina2;perd_empleo;perc_AUH;perc_IFE;auh_ife;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;tipo_SE;pondera_preliminar;pondera_definitivo
15118;AMBA;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;2; ;2;0;0;2;0;2;2;3;1;1;1;2;;3;;2;3;1;1;4;2;1;;1;;1;3;2;3;2;1;2;2;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;1;4;1;4;2;1;4.585;5.478
15416;AMBA;1;1;1;;3;1;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;2;1;1;2;2;;1;;1;3;1;1;3;2;2;1;;5;3;3;3;2;1;3;3;3;1;1;02;1;1;2;2;2;4;1;1;1;1;1;1;1;5;2;4;2;1;1.503;1.523
15506;AMBA;1;2;1;;4;2;2;1;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;;3;;2; ;2;2;0;0;0;1;2;4;1;1;3;2;2;2;2;1;1;1;;6;2;2;1;;7;1;1;1;1;1;1;1;1;2;1;01;1;1;2;1;2;2;1;1;2;1;1;1;2;7;2;4;2;1;3.169;3.933
15520;AMBA;1;4;1;;6;3;2;1;2;1;2;1;2;1;3;1;3;;3;1;3;;1;2;2;1;2; ;3;1;1;1;0;1;1;2;1;2;;;;4;0;2;1;1;;4;1;2;3;;3;1;1;3;1;1;1;3;1;3;2;03;2;1;2;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1;8.810;11.317
15607;AMBA;1;4;1;;5;2;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;1;1;3;1;1;1;2;;1;;2;3;1;1;4;2;2;1;;4;3;2;3;2;1;1;1;3;2;1;02;1;1;2;1;1;1;1;1;2;1;1;1;1;4;1;2;1;2;3.289;3.631
15611;AMBA;1;2;1;;4;2;1;1;1;1;2;1;2;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;3;1;1;1;2;;2;;2;1;1;;5;2;2;1;;5;1;3;3;3;3;1;1;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;5;2;4;2;1;2.804;3.479
15614;AMBA;1;4;1;;6;4;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;1;2;1;1;0;2;2;4;2;1;2;1;1;3;1;2;1;2;;6;2;2;1;;9;1;2;1;3;1;1;1;2;4;1;02;1;1;2;2;2;4;1;1;2;1;2;1;2;9;2;4;2;1;7.003;8.463
15713;AMBA;1;4;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;1;0;0;0;2;2;4;1;1;2;2;1;4;1;2;3;1;2;7;2;1;;1;;1;3;3;3;3;1;1;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;7;2;4;2;1;5.684;6.337
15714;AMBA;1;1;1;;3;1;2;1;2;2;1;1;1;1;3;1;3;;3;1;3;;1;1;1;1;1;cuadernillo de seguimos educando;2;0;0;2;0;2;2;3;1;1;1;2;;2;;2;3;1;1;5;2;2;1;;5;1;1;3;3;1;1;2;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;2;3.235;3.831
15715;AMBA;1;4;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;99; ;1;1;0;0;0;1;1;4;1;2;;;;3;1;2;3;3;1;5;2;1;;3;;1;1;3;1;1;1;1;3;2;2;01;1;1;2;1;1;1;2;3;3;1;2;3;2;5;2;2;1;1;855;02
15718;AMBA;1;4;1;;5;3;2;1;2;2;2;1;2;2;2;1;2;5;2;1;2;5;1;2;2;2;1;un libro tiene guadalupe, que usa y fotocopias que medan cuando voy a buscar bolsos de alimentos a la escuela;2;0;1;0;1;1;1;4;1;1;1;2;;1;;2;3;1;1;4;2;1;;3;;1;1;3;1;1;1;3;3;3;2;01;1;1;1;1;1;1;1;1;2;1;1;1;1;4;1;2;1;1;7.204;8.717
15720;AMBA;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;1;1;3;1;1;1;2;;2;;2;2;;2;4;2;2;3;;5;1;1;3;3;1;1;1;3;2;2;01;1;1;2;1;1;1;1;1;2;2;3;2;1;5;2;1;1;1;2.840;3.136
15809;AMBA;1;4;1;;4;1;1;1;1;2;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;2;1;4;1;2;;;;4;;2;1;1;;3;2;1;;3;;1;1;1;1;1;1;1;1;1;2;01;1;1;2;2;1;3;2;3;3;1;1;3;1;3;1;2;1;1;4.809;5.183
15812;AMBA;1;4;1;;5;2;3;1;3;;1;1;1;2;4;2;3;;4;2;3;;1;2;2;2;2; ;1;0;0;1;0;1;1;1;1;2;;;;1;;2;1;1;;5;2;2;3;;3;1;2;3;1;1;1;2;3;2;2;05;3;2;2;1;1;1;2;3;3;1;1;3;2;3;1;2;1;1;6.791;8.113
15814;AMBA;1;4;1;;4;1;5;2;3;;5;2;3;;5;2;3;;5;2;3;;2;;3;;2; ;2;0;1;1;0;2;2;3;2;2;;;;2;;2;1;3;;3;2;1;;3;;1;3;3;1;1;1;99;3;1;2;01;1;1;2;2;2;4;2;3;3;1;2;3;1;3;1;4;2;1;4.809;5.183
15815;AMBA;1;4;1;;7;4;3;1;3;;1;1;1;1;2;1;2;1;3;1;3;;1;1;1;1;1;Cuaderno seguimos educando cuadernillo de ahí le marcan por semana para hacer las tareas;2;0;1;1;0;2;1;3;2;2;;;;4;;2;2;;2;3;2;2;3;;3;1;1;3;1;1;1;1;3;4;2;02;2;1;2;2;1;3;2;3;3;2;3;4;1;3;1;1;1;1;11.346;14.657
15906;AMBA;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;2;1;1;1;1;1;2;;3;;2;1;1;;4;2;2;1;;4;1;1;3;1;2;1;2;3;1;1;03;2;1;2;2;1;3;1;1;1;1;1;1;1;4;1;2;1;1;1.383;1.559
15907;AMBA;1;2;1;;2;1;3;1;3;;2;1;2;2;3;1;3;;2;1;2;2;1;1;1;2;2; ;1;0;1;0;0;2;2;3;1;2;;;;2;;2;3;2;2;5;2;1;;1;;1;1;3;1;1;1;1;1;1;1;01;1;1;2;2;2;4;2;3;3;1;2;3;2;5;2;4;2;1;4.361;5.164
15914;AMBA;1;1;1;;4;2;1;1;1;1;2;1;2;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;1;1;2;1;1;1;2;;1;;2;1;1;;5;2;1;;3;;1;1;3;1;1;3;3;3;1;2;02;2;1;1;1;1;1;1;1;1;1;1;1;2;5;2;2;1;1;231;02
15916;AMBA;1;1;1;;3;1;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;2;2;2;;;;2;;2;3;3;2;5;1;1;;3;;2;3;2;3;1;1;1;3;1;2;02;1;1;2;2;2;4;2;3;3;1;2;3;2;5;2;4;2;1;1.383;1.559
16008;AMBA;1;4;1;;4;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;1;1;1;1;2;;;;2;;2;2;;3;4;2;1;;1;;1;1;3;2;1;3;1;3;2;1;04;3;2;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;4.089;4.558
16012;AMBA;1;4;2;1;6;3;4;2;3;;1;1;1;1;4;2;3;;4;2;3;;2;;3;;2; ;2;0;0;2;0;1;1;4;1;2;;;;2;;2;2;;1;4;2;1;;3;;1;2;2;1;1;1;3;3;2;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;1.589;206
16018;AMBA;1;2;1;;3;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;1;2;2;2;2; ;2;0;0;0;2;2;2;2;2;2;;;;1;;2;2;;2;3;2;1;;3;;1;3;3;3;99;1;2;3;2;2;02;1;1;1;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;3.419;4.400
16020;AMBA;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;1;1;2;2; ;2;0;1;1;0;2;2;3;1;2;;;;4;;2;3;2;2;5;1;1;;1;;1;3;3;3;3;1;1;3;2;1;01;1;1;2;2;2;4;2;3;3;1;2;3;2;5;2;4;2;1;4.089;4.558
16201;AMBA;1;4;1;;4;2;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;1;1;4;1;2;;;;2;;2;3;1;2;5;2;2;3;;6;1;2;3;3;1;99;3;3;1;2;01;1;1;2;1;1;1;2;3;3;1;1;3;2;6;2;2;1;1;170;02
16204;AMBA;1;4;1;;6;3;3;1;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;1;1;1;;5;;2;3;2;1;4;2;2;1;;3;1;3;3;3;3;1;2;3;2;1;02;1;1;2;2;2;4;1;1;2;1;2;1;1;3;1;4;2;1;170;02
16205;AMBA;1;2;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;2;;;;2;;2;3;1;1;4;1;1;;1;;1;3;1;1;1;1;1;1;1;1;02;1;1;2;2;2;4;2;3;3;1;1;3;1;4;1;4;2;1;455;02
16213;AMBA;1;5;1;;4;3;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;4;1;2;;;;1;;2;1;1;;7;2;1;;1;;1;1;1;1;1;1;1;3;2;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;7;2;4;2;1;4.360;611
16220;AMBA;1;2;1;;5;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;2; ;1;0;0;1;0;2;1;2;2;2;;;;2;;2;2;;2;4;2;2;3;;4;1;1;1;99;1;1;1;3;2;2;03;2;1;2;2;1;3;2;3;3;2;3;4;1;4;1;1;1;1;2.410;2.991
16403;AMBA;1;4;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;1;0;0;1;0;2;2;3;2;2;;;;0;;2;4;;;5;2;1;;3;;1;2;3;3;3;1;1;1;3;2;02;1;1;2;2;2;4;2;3;3;3;4;4;2;5;2;3;2;1;5.202;6.069
16404;AMBA;1;2;1;;3;1;2;1;2;2;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;1;4;2;;4;;2;3;1;1;5;1;1;;1;;1;3;3;3;1;1;3;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;3.268;3.869
16415;AMBA;1;1;1;;5;2;5;2;3;;2;1;2;3;3;1;3;;3;1;3;;2;;3;;2; ;3;0;0;3;0;2;2;5;1;1;2;2;;7;;2;1;2;;4;2;2;1;;9;1;2;3;2;1;1;3;3;2;1;01;1;1;2;2;2;4;1;1;1;1;2;1;1;9;2;4;2;1;4.265;4.755
16517;AMBA;1;5;1;;5;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;2;2;2;2;2;;;;2;;2;2;;2;3;2;2;3;;4;3;1;3;3;1;1;1;3;2;2;03;2;1;2;2;2;4;2;3;3;2;3;4;1;4;1;3;2;1;2.757;2.844
16520;AMBA;1;4;1;;6;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;2;;;;3;;2;1;2;;4;1;1;;1;;1;3;3;3;2;1;2;3;1;1;02;1;1;2;2;2;4;2;3;3;1;2;3;1;4;1;4;2;1;2.184;2.354
16613;AMBA;1;4;1;;5;3;3;1;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;2;1;0;0;1;1;1;4;1;2;;;;3;1;2;2;;1;4;2;1;;3;;1;2;2;3;1;99;2;2;3;2;01;1;1;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;4.826;5.386
16714;AMBA;1;5;1;;7;4;3;1;3;;1;1;1;2;2;1;2;2;3;1;3;;1;2;2;2;2; ;1;0;0;1;0;2;2;4;2;1;1;2;;4;;2;1;1;;4;2;2;1;;3;1;1;3;3;1;1;1;1;4;1;02;1;1;2;2;2;4;1;1;2;1;1;1;1;3;1;4;2;1;5.300;5.470
16715;AMBA;1;3;1;;3;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;1;2;2;;2;;2;3;1;1;7;1;1;;1;;1;3;3;3;2;1;2;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;7;2;4;2;1;3.513;3.992
16719;AMBA;1;1;1;;3;2;4;2;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;1;0;0;1;0;1;1;1;1;2;;;;1;;2;2;;1;2;2;1;;3;;1;3;3;1;1;1;1;1;2;2;03;2;1;2;1;1;1;2;3;3;2;3;4;1;2;1;1;1;1;370;587
16901;AMBA;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;1;1;1;2;2;;;;1;;2;1;1;;5;2;1;;3;;1;3;3;3;1;3;3;3;1;2;04;3;2;1;1;1;1;2;3;3;1;1;3;2;5;2;2;1;1;351;01
16907;AMBA;1;4;1;;6;3;1;1;1;3;2;1;2;3;2;1;2;3;3;1;3;;2;;3;;2; ;2;0;2;0;0;1;1;4;1;2;;;;4;;2;3;1;1;3;2;2;3;;3;1;1;3;1;1;1;1;1;3;2;02;1;1;2;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1;5.888;6.729
16908;AMBA;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;1;libros;1;0;1;0;0;1;1;3;1;2;;;;2;;2;1;1;;4;2;2;3;;4;1;3;3;3;1;1;2;3;1;2;01;1;1;2;1;1;1;2;3;3;1;1;3;1;4;1;2;1;1;351;01
16910;AMBA;1;2;1;;4;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;0;1;1;0;1;1;3;2;2;;;;3;;2;2;;1;3;2;1;;3;;2;3;1;2;1;3;3;3;1;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;2.480;2.937
16915;AMBA;1;4;1;;8;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;2;;;;1;;2;3;1;1;2;2;2;3;;3;1;1;3;1;1;1;1;1;1;2;02;2;1;2;2;2;4;2;3;3;1;1;3;1;3;1;4;2;1;655;01
16917;AMBA;1;2;1;;8;3;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;2;;3;;1;cuadernillos;2;0;2;0;0;1;1;3;2;2;;;;2;;2;2;;2;4;2;2;1;;3;1;1;3;1;1;1;1;2;3;1;03;2;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;1.601;1.835
16920;AMBA;1;4;1;;4;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;1;5;1;2;;;;2;;2;1;2;;3;2;2;1;;2;1;3;3;1;1;1;1;3;1;1;01;1;1;2;2;1;3;2;3;3;1;2;3;1;2;1;2;1;2;2.832;3.052
17002;AMBA;1;4;1;;6;4;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;2;1;2;;;;3;;2;3;1;1;5;2;2;3;;4;1;1;3;3;1;1;1;3;3;2;03;2;1;2;1;1;1;2;3;3;1;1;3;2;4;1;2;1;1;3.488;189
17009;AMBA;1;4;1;;5;1;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;1;2;2;2;1;cuadernillo seguimos educando;1;0;0;1;0;1;1;3;2;2;;;;2;;2;2;;2;2;2;2;3;;2;3;3;3;1;1;1;1;3;1;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;2;1;1;1;1;8.432;9.087
17014;AMBA;1;2;1;;5;3;3;1;3;;2;1;2;1;3;1;3;;3;1;3;;1;1;1;1;1;los cuadernillos naranjas del ministerio de educacion, que nos dan cuando vamos a buscar la caja alimentaria;1;0;0;1;0;1;1;3;1;1;1;2;;2;;2;1;1;;5;2;2;3;;4;1;3;3;2;1;1;3;3;2;2;02;1;1;2;1;1;1;1;1;2;1;1;1;2;4;1;2;1;1;390;04
17016;AMBA;1;2;1;;4;3;4;2;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;2; ;1;0;1;0;0;1;1;3;1;2;;;;2;;2;3;1;1;7;2;1;;3;;1;1;3;1;1;1;3;3;2;2;01;1;1;2;1;1;1;2;3;3;1;1;3;2;7;2;2;1;1;4.122;637
17017;AMBA;1;2;1;;3;1;3;1;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;2;;;;1;;2;2;;2;3;2;1;;1;;1;1;2;3;3;1;1;1;1;1;01;1;1;2;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;8.432;9.087
17101;AMBA;1;4;1;;6;5;2;1;2;1;3;1;3;;4;2;3;;4;2;3;;1;2;2;1;2; ;1;0;0;1;0;1;1;4;1;2;;;;2;;2;2;;1;4;2;2;3;;4;1;2;3;2;1;1;3;3;4;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;2.836;244
17103;AMBA;1;4;1;;9;3;4;2;3;;2;1;2;2;3;1;3;;3;1;3;;1;2;2;1;2; ;3;0;3;0;0;2;1;3;1;1;1;2;;3;;1;3;2;1;3;2;1;;3;;1;1;3;3;1;1;1;1;2;2;03;2;1;2;2;1;3;1;1;2;1;2;1;1;3;1;2;1;1;1.643;254
17114;AMBA;1;3;1;;5;3;3;1;3;;1;1;1;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;0;1;2;2;2;1;2;;;;2;;2;2;;3;5;2;1;;3;;1;1;3;1;1;1;2;3;1;2;03;2;1;1;2;2;4;2;3;3;2;3;4;2;5;2;3;2;1;156;02
17117;AMBA;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;2;2;3;2;1;1;2;;3;;2;3;1;1;4;2;1;;3;;1;1;1;1;1;1;1;1;1;2;01;1;1;1;2;2;4;1;1;1;1;1;1;1;4;1;3;2;2;778;02
17208;AMBA;1;4;1;;7;4;4;2;3;;3;1;3;;3;1;3;;2;1;2;1;1;1;1;1;1;CUADERNOS PARA COMPLETAR DE SEGUIMOS EDUCANDO;1;0;1;0;0;1;1;3;2;2;;;;2;;2;2;;1;3;2;1;;3;;1;3;1;3;1;1;3;1;2;2;02;2;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;137;01
17209;AMBA;1;4;1;;5;3;3;1;3;;1;1;1;3;3;1;3;;1;1;1;2;1;1;1;2;1;CUADERNILLO;1;0;0;0;1;1;1;2;2;2;;;;1;;2;2;;2;4;2;1;;3;;1;1;3;2;1;1;2;2;3;2;03;2;1;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;137;01
17217;AMBA;1;4;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;2;1;2;;;;2;;2;3;2;2;3;2;1;;1;;1;3;3;3;1;1;1;3;1;1;02;1;1;2;2;2;4;2;3;3;1;2;3;1;3;1;4;2;1;685;01
17219;AMBA;1;1;1;;4;2;4;2;3;;4;2;3;;3;1;3;;3;1;3;;1;2;2;2;1;CUADERNITO DE SEGUIMOS EDUCANDO;1;0;0;1;0;1;1;3;1;2;;;;2;;2;2;;2;4;2;2;3;;5;1;1;2;2;1;3;2;3;1;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;5;2;1;1;1;137;01
17414;AMBA;1;4;1;;4;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;2; ;2;2;0;0;0;2;2;3;1;1;1;2;1;2;2;2;3;1;1;9;2;2;1;;9;1;3;1;3;1;1;1;1;1;1;01;1;1;2;2;2;4;1;2;2;1;1;1;2;9;2;4;2;1;3.343;3.958
17501;AMBA;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;2;;;;2;;2;1;1;;5;2;1;;1;;1;3;3;3;1;1;3;3;1;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;929;1.047
17506;AMBA;1;5;1;;4;2;5;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;1;1;0;0;2;2;3;1;1;4;2;1;4;2;2;3;2;1;4;1;1;;2;;1;1;2;1;1;1;3;1;1;1;01;1;1;2;2;2;4;1;1;1;1;2;1;1;4;1;4;2;1;1.532;88
17509;AMBA;1;3;1;;2;1;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;2;;3;;2; ;1;1;0;0;0;1;1;3;1;2;;;;1;1;2;3;2;2;9;2;1;;1;;1;3;3;3;1;1;3;3;1;1;01;1;1;2;1;1;1;2;3;3;1;2;3;2;9;2;2;1;1;3.811;4.330
17511;AMBA;1;4;1;;4;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;1;1;4;1;1;1;2;;2;;2;1;1;;8;2;1;;3;;3;1;1;1;1;1;1;3;1;2;01;1;1;2;1;1;1;1;1;1;1;1;1;2;8;2;2;1;1;3.344;3.604
17516;AMBA;1;4;1;;4;2;4;2;3;;2;1;2;2;3;1;3;;4;2;3;;2;;3;;2; ;0;2;0;0;0;1;1;3;1;1;1;2;1;2;2;2;3;2;2;4;1;1;;3;;1;1;1;1;1;1;2;1;2;2;01;1;1;2;1;1;1;1;2;2;1;2;1;1;4;1;2;1;1;2.571;2.839
17709;AMBA;1;4;1;;3;2;3;1;3;;2;1;2;2;4;2;3;;3;1;3;;1;1;1;1;2; ;0;0;0;0;0;1;1;2;1;1;1;2;;2;;2;1;1;;5;2;1;;3;;1;2;3;1;1;1;2;1;2;2;02;1;1;2;1;1;1;1;1;2;1;1;1;2;5;2;2;1;1;3.384;3.735
17719;AMBA;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;2;2;4;1;1;2;1;1;4;1;2;1;1;;5;2;2;1;;4;1;2;3;3;3;2;1;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;4;1;4;2;1;1.018;02
18005;AMBA;1;2;1;;4;2;4;2;3;;4;2;3;;4;2;3;;2;1;2;3;1;1;1;1;2; ;1;0;1;0;0;2;1;3;1;1;1;2;;2;;2;1;2;;5;2;2;1;;5;1;99;3;99;1;2;2;3;1;1;01;1;1;2;2;1;3;1;1;1;1;2;1;2;5;2;2;1;1;576;02
18014;AMBA;1;2;1;;5;3;4;2;3;;1;1;1;1;3;1;3;;3;1;3;;1;2;2;2;99; ;1;0;0;0;1;2;2;2;2;2;;;;1;;2;2;;2;3;2;1;;3;;1;1;1;2;1;2;99;1;2;2;03;2;1;1;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;2.272;351
18016;AMBA;1;3;1;;3;1;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;0;1;1;0;2;2;3;1;2;;;;2;;2;3;1;1;5;2;2;1;;5;3;3;3;3;3;1;1;3;1;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;4;5.295;6.017
18018;AMBA;1;3;1;;6;3;3;1;3;;2;1;2;1;3;1;3;;3;1;3;;1;2;2;1;2; ;2;0;2;0;0;2;2;3;1;1;1;2;;4;;2;3;2;1;7;2;2;1;;3;1;3;3;99;3;1;3;3;3;1;02;2;1;2;2;2;4;1;1;2;1;2;1;2;3;1;4;2;1;7.670;8.725
18111;AMBA;1;4;1;;3;1;3;1;3;;3;1;3;;4;2;3;;3;1;3;;1;2;2;2;1;LIBRITO DE SEGUIMOS CON LA EDUCACION;1;0;1;0;0;2;2;3;1;2;;;;3;;2;2;;1;4;2;2;3;;3;1;2;3;3;2;2;2;3;1;2;01;1;1;2;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;1.875;2.021
18115;AMBA;1;4;1;;9;1;5;2;3;;5;2;3;;5;2;3;;5;2;3;;1;5;3;;99; ;5;0;0;5;0;1;1;5;1;2;;;;3;;2;1;1;;3;2;1;;3;;1;1;1;1;1;99;99;1;1;2;02;1;1;2;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1;1.875;2.021
18118;AMBA;1;4;1;;4;1;4;2;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;1;2; ;2;0;1;1;0;1;2;3;99;2;;;;3;;2;1;1;;4;1;1;;3;;1;3;1;3;2;1;1;3;1;2;01;1;1;2;1;2;2;2;3;3;1;1;3;1;4;1;4;2;1;1.875;2.021
18119;AMBA;1;4;1;;5;2;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;1;1;2;;3;;1;3;1;1;3;2;2;1;;7;1;1;3;3;1;3;1;3;2;1;02;1;1;2;2;2;4;1;1;2;1;1;1;1;7;2;4;2;1;1.897;2.008
18211;AMBA;1;1;2;1;5;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;3;0;1;1;1;2;2;5;1;1;3;2;;4;;2;3;1;1;5;2;2;1;;7;1;1;3;3;3;1;1;3;1;1;01;1;1;1;2;2;4;1;1;1;1;1;1;2;7;2;3;2;1;2.331;2.363
18214;AMBA;1;5;1;;6;3;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;2;;3;;2; ;0;0;0;0;0;2;1;4;1;2;;;;1;;2;2;;2;4;2;1;;3;;1;3;3;3;2;1;2;2;2;2;02;1;1;2;2;1;3;2;3;3;2;3;4;1;4;1;1;1;1;2.721;354
18216;AMBA;1;2;1;;4;1;4;2;3;;2;1;2;2;4;2;3;;1;1;1;2;1;2;2;2;2; ;1;0;0;1;0;2;2;3;2;1;1;2;;3;;1;3;1;1;5;2;1;;3;;2;1;3;1;1;1;3;2;1;2;01;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;5.187;5.894
18217;AMBA;1;2;1;;4;1;1;1;1;2;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;1;1;1;1;2;;;;3;;2;1;1;;4;2;1;;3;;1;3;3;3;3;1;2;3;1;2;04;3;2;2;1;1;1;2;3;3;1;1;3;1;4;1;2;1;1;5.765;6.062
18310;AMBA;1;3;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;0;1;1;2;2;3;1;2;;;;1;;2;3;2;2;6;2;2;1;;5;1;1;3;3;1;1;2;3;1;1;01;1;1;1;2;2;4;2;3;3;1;2;3;2;5;2;3;2;1;548;02
